starname,rp,rp_err1,rp_err2,mp,mp_err1,mp_err2,ror,ror_err1,ror_err2,rs,rs_err1,rs_err2,ms,ms_err1,ms_err2,p,disc_method,temp,mag,ref,instrument,system_disc_method
HD 13908,,,,274.91000,11.12000,-11.12000,,,,1.67,0.10,-0.10,1.29,0.04,-0.04,19.38200000,Radial Velocity,6255.00,7.5200000,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,Haute-Provence Observatory,Radial Velocity
HD 13908,,,,1630.40000,79.45000,-79.45000,,,,1.67,0.10,-0.10,1.29,0.04,-0.04,931.00000000,Radial Velocity,6255.00,7.5200000,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,Haute-Provence Observatory,Radial Velocity
HD 13931,,,,699.22600,66.74430,-66.74430,,,,1.25,0.02,-0.02,1.30,0.13,-0.13,4218.00000000,Radial Velocity,5867.00,7.6100000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,W. M. Keck Observatory,Radial Velocity
HD 139357,,,,3101.89000,683.30600,-683.30600,,,,11.47,0.75,-0.75,1.35,0.24,-0.24,1125.70000000,Radial Velocity,4700.00,5.9727200,<a refstr=DOELLINGER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...499..935D/abstract target=ref> Doellinger et al. 2009 </a>,Thueringer Landessternwarte Tautenburg,Radial Velocity
HD 1397,11.500,0.280,-0.303,131.89945,6.35660,-6.35660,0.04513,0.00030,-0.00025,2.34,0.05,-0.06,1.32,0.04,-0.05,11.53533000,Transit,5521.00,7.7900000,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
HD 14067,,,,2479.00000,222.50000,-222.50000,,,,12.40,1.10,-1.10,2.40,0.20,-0.20,1455.00000000,Radial Velocity,4815.00,6.5332900,<a refstr=WANG_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014PASJ...66..118W/abstract target=ref>Wang et al. 2014</a>,Okayama Astrophysical Observatory,Radial Velocity
HD 141399,,,,143.34133,9.53490,-9.53490,,,,1.004,,,1.07,0.08,-0.08,94.44000000,Radial Velocity,5600.00,7.2085600,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,Multiple Observatories,Radial Velocity
HD 141399,,,,422.71390,25.42640,-25.42640,,,,1.004,,,1.07,0.08,-0.08,201.99000000,Radial Velocity,5600.00,7.2085600,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,Multiple Observatories,Radial Velocity
HD 141399,,,,375.03940,25.42640,-25.42640,,,,1.004,,,1.07,0.08,-0.08,1069.80000000,Radial Velocity,5600.00,7.2085600,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,Multiple Observatories,Radial Velocity
HD 141399,,,,209.76780,31.78300,-31.78300,,,,1.004,,,1.07,0.08,-0.08,5000.00000000,Radial Velocity,5600.00,7.2085600,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,Multiple Observatories,Radial Velocity
HD 141937,,,,3079.77270,127.13200,-127.13200,,,,1.03,0.01,-0.01,1.09,0.05,-0.05,653.21997000,Radial Velocity,5870.00,7.2500000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,La Silla Observatory,Radial Velocity
HD 142,,,,397.27000,47.67000,-47.67000,,,,1.47,0.04,-0.04,1.23,0.22,-0.16,349.70000000,Radial Velocity,6245.00,5.7000000,<a refstr=WITTENMYER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...753..169W/abstract target=ref> Wittenmyer et al. 2012 </a>,Anglo-Australian Telescope,Radial Velocity
HD 142,,,,1684.40000,222.50000,-222.50000,,,,1.47,0.04,-0.04,1.23,0.22,-0.16,6005.00000000,Radial Velocity,6245.00,5.7000000,<a refstr=WITTENMYER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...753..169W/abstract target=ref> Wittenmyer et al. 2012 </a>,Anglo-Australian Telescope,Radial Velocity
HD 142022 A,,,,1411.16520,1007.52110,-1007.52110,,,,1.04,0.03,-0.03,0.90,0.05,-0.05,1928.00000000,Radial Velocity,5421.00,7.7000000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,La Silla Observatory,Radial Velocity
HD 142245,,,,975.73810,133.48860,-133.48860,,,,4.63,0.16,-0.16,3.50,0.47,-0.47,1299.00000000,Radial Velocity,4922.00,7.4600000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,W. M. Keck Observatory,Radial Velocity
HD 142415,,,,530.77610,38.13960,-38.13960,,,,1.04,0.02,-0.02,1.07,0.10,-0.10,386.29999000,Radial Velocity,5940.00,7.3300000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,La Silla Observatory,Radial Velocity
HD 143105,,,,384.57430,19.06980,-19.06980,,,,,,,1.51,0.11,-0.11,2.19740000,Radial Velocity,6380.00,6.7700500,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,Haute-Provence Observatory,Radial Velocity
HD 143361,,,,1122.57556,20.65895,-20.97678,,,,0.92,0.04,-0.04,0.97,0.03,-0.03,1039.15000000,Radial Velocity,5507.00,9.2000000,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,Las Campanas Observatory,Radial Velocity
HD 145377,,,,1913.33660,152.55840,-152.55840,,,,1.05,0.02,-0.02,1.20,0.14,-0.14,103.95000000,Radial Velocity,6014.00,9.2360000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,La Silla Observatory,Radial Velocity
HD 145457,,,,708.76090,133.48860,-133.48860,,,,10.52,0.41,-0.41,1.23,0.34,-0.34,176.30000000,Radial Velocity,4769.00,6.5722600,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Subaru Telescope,Radial Velocity
HD 145934,,,,724.62000,82.63000,-82.63000,,,,5.38,0.44,-0.44,1.75,0.10,-0.10,2730.00000000,Radial Velocity,,8.4950000,<a refstr=FENG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...22F/abstract target=ref>Feng et al. 2015</a>,W. M. Keck Observatory,Radial Velocity
HD 1461,,,,6.44000,0.61000,-0.61000,,,,,,,1.02,,,5.77152000,Radial Velocity,5765.00,6.4793300,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.134D/abstract target=ref>D&iacute;az et al. 2016</a>,W. M. Keck Observatory,Radial Velocity
HD 1461,,,,5.59000,0.73000,-0.73000,,,,,,,1.02,,,13.50520000,Radial Velocity,5765.00,6.4793300,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.134D/abstract target=ref>D&iacute;az et al. 2016</a>,La Silla Observatory,Radial Velocity
HD 147018,,,,674.00000,20.00000,-20.00000,,,,,,,0.93,0.03,-0.03,44.23600000,Radial Velocity,5441.00,8.3000000,<a refstr=SEGRANSAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...511A..45S/abstract target=ref> S&eacute;gransan et al. 2010 </a>,La Silla Observatory,Radial Velocity
HD 147018,,,,2080.00000,100.00000,-100.00000,,,,,,,0.93,0.03,-0.03,1008.00000000,Radial Velocity,5441.00,8.3000000,<a refstr=SEGRANSAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...511A..45S/abstract target=ref> S&eacute;gransan et al. 2010 </a>,La Silla Observatory,Radial Velocity
HD 147379,,,,28.55000,1.49000,-1.45000,,,,,,,0.60,0.07,-0.07,86.78000000,Radial Velocity,4156.00,8.6100000,<a refstr=HOBSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.103H/abstract target=ref>Hobson et al. 2018</a>,Calar Alto Observatory,Radial Velocity
HD 147513,,,,385.00000,,,,,,,,,1.11,,,528.40000000,Radial Velocity,5883.00,5.3700000,<a refstr=MAYOR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...415..391M/abstract target=ref> Mayor et al. 2004 </a>,La Silla Observatory,Radial Velocity
HD 14787,,,,356.28743,21.93027,-21.93027,,,,5.01,,,1.43,,,676.60000000,Radial Velocity,4946.00,7.6300000,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,W. M. Keck Observatory,Radial Velocity
HD 147873,,,,1633.64620,108.06220,-108.06220,,,,2.29,0.10,-0.10,1.38,0.05,-0.05,116.59600000,Radial Velocity,5972.00,7.9600000,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,Multiple Observatories,Radial Velocity
HD 147873,,,,731.00900,57.20940,-57.20940,,,,2.29,0.10,-0.10,1.38,0.05,-0.05,491.54000000,Radial Velocity,5972.00,7.9600000,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,Multiple Observatories,Radial Velocity
HD 148156,,,,270.14400,212.93700,-15.89080,,,,1.21,0.03,-0.03,1.22,,,1027.00000000,Radial Velocity,6308.00,7.6900000,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,La Silla Observatory,Radial Velocity
HD 148164,,,,390.93090,79.45750,-79.45750,,,,1.34,0.10,-0.10,1.21,0.24,-0.24,328.55000000,Radial Velocity,6032.00,8.2300000,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,W. M. Keck Observatory,Radial Velocity
HD 148164,,,,1640.00280,260.62060,-260.62060,,,,1.34,0.10,-0.10,1.21,0.24,-0.24,5062.00000000,Radial Velocity,6032.00,8.2300000,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,W. M. Keck Observatory,Radial Velocity
HD 148284,,,,10710.87100,1748.06500,-1748.06500,,,,1.48,0.16,-0.16,1.07,0.26,-0.26,339.33100000,Radial Velocity,5572.00,9.0100000,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,W. M. Keck Observatory,Radial Velocity
HD 148427,,,,413.17900,54.03110,-54.03110,,,,3.86,0.12,-0.12,1.64,0.27,-0.27,331.50000000,Radial Velocity,5025.00,6.9049800,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Lick Observatory,Radial Velocity
HD 149026,8.295,0.224,-0.224,120.77540,19.06980,-19.06980,,,,1.41,0.03,-0.03,1.42,0.33,-0.33,2.87589000,Radial Velocity,6179.00,8.1500000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Subaru Telescope,Radial Velocity
HD 149143,,,,422.71390,47.67450,-47.67450,,,,1.44,0.08,-0.08,1.20,0.20,-0.20,4.07182000,Radial Velocity,5856.00,7.8900000,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,Haute-Provence Observatory,Radial Velocity
HD 1502,,,,874.03250,50.85280,-50.85280,,,,4.67,,,1.46,,,428.50000000,Radial Velocity,4947.00,8.3600000,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,W. M. Keck Observatory,Radial Velocity
HD 150706,,,,861.28000,362.31000,-209.76000,,,,0.96,0.02,-0.02,1.17,0.12,-0.12,5894.00000000,Radial Velocity,5961.00,7.0300000,<a refstr=BOISSE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...545A..55B/abstract target=ref> Boisse et al. 2012 </a>,Haute-Provence Observatory,Radial Velocity
HD 152079,,,,845.74563,14.62018,-14.62018,,,,1.13,0.07,-0.07,1.15,0.03,-0.03,2918.92000000,Radial Velocity,5907.00,9.1800000,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,Las Campanas Observatory,Radial Velocity
HD 152581,,,,594.02427,22.56593,-22.56593,,,,5.14,,,1.30,,,686.50000000,Radial Velocity,5027.00,8.3800000,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,W. M. Keck Observatory,Radial Velocity
HD 15337,1.640,0.060,-0.060,7.51000,1.09000,-1.01000,0.01761,0.00055,-0.00058,0.86,0.02,-0.02,0.90,0.03,-0.03,4.75615000,Transit,5125.00,9.1000000,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
HD 15337,2.390,0.120,-0.120,8.11000,1.82000,-1.69000,0.02560,0.00110,-0.00110,0.86,0.02,-0.02,0.90,0.03,-0.03,17.17840000,Transit,5125.00,9.1000000,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
HD 153950,,,,937.59850,92.17070,-92.17070,,,,1.28,0.04,-0.04,1.25,0.18,-0.18,499.39999000,Radial Velocity,6124.00,7.3900000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,La Silla Observatory,Radial Velocity
HD 154345,,,,260.62060,22.24810,-22.24810,,,,0.85,0.01,-0.01,0.71,0.07,-0.07,3341.55884000,Radial Velocity,5468.00,6.7600000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,W. M. Keck Observatory,Radial Velocity
HD 154672,,,,1706.74710,123.95370,-123.95370,,,,1.32,0.02,-0.02,1.18,0.12,-0.12,163.94000000,Radial Velocity,5743.00,8.2100000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Las Campanas Observatory,Radial Velocity
HD 154857,,,,778.68350,34.96130,-34.96130,,,,2.30,0.06,-0.06,1.96,0.12,-0.12,408.60001000,Radial Velocity,5589.00,7.2400000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Anglo-Australian Telescope,Radial Velocity
HD 154857,,,,819.97000,50.85000,-50.85000,,,,1.76,0.06,-0.06,1.72,0.03,-0.02,3452.00000000,Radial Velocity,5605.00,7.2400000,<a refstr=WITTENMYER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783..103W/abstract target=ref> Wittenmyer et al. 2014 </a>,Anglo-Australian Telescope,Radial Velocity
HD 155233,,,,826.35800,95.34900,-95.34900,,,,5.03,0.39,-0.39,1.69,0.14,-0.14,818.80000000,Radial Velocity,4960.00,6.8100000,<a refstr=JONES_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A..38J/abstract target=ref>Jones et al. 2016</a>,Anglo-Australian Telescope,Radial Velocity
HD 155358,,,,314.65170,25.42640,-25.42640,,,,1.38,0.02,-0.02,1.15,0.08,-0.08,194.30000000,Radial Velocity,5905.00,7.2800000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,McDonald Observatory,Radial Velocity
HD 155358,,,,261.00000,22.00000,-22.00000,,,,1.38,0.02,-0.02,0.92,,,391.90000000,Radial Velocity,5900.00,7.2800000,<a refstr=ROBERTSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...39R/abstract target=ref> Robertson et al. 2012 </a>,McDonald Observatory,Radial Velocity
HD 156279,,,,3140.16040,219.30270,-219.30270,,,,0.95,0.02,-0.02,0.95,0.08,-0.08,131.05000000,Radial Velocity,5453.00,8.0700000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Haute-Provence Observatory,Radial Velocity
HD 156279,,,,2733.33800,158.91500,-174.80650,,,,0.95,0.02,-0.02,0.93,0.04,-0.04,4191.00000000,Radial Velocity,,8.0700000,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,W. M. Keck Observatory,Radial Velocity
HD 156411,,,,235.18000,15.89000,-12.71000,,,,2.16,0.09,-0.09,1.25,,,842.20000000,Radial Velocity,5900.00,6.6700000,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,La Silla Observatory,Radial Velocity
HD 156668,,,,4.15000,0.58000,-0.58000,,,,0.72,0.01,-0.01,0.77,0.02,-0.02,4.64550000,Radial Velocity,4850.00,8.4300000,<a refstr=HOWARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...73H/abstract target=ref> Howard et al. 2011 </a>,W. M. Keck Observatory,Radial Velocity
HD 156846,,,,3391.24610,235.19420,-235.19420,,,,1.90,0.04,-0.04,1.38,0.14,-0.14,359.51001000,Radial Velocity,6090.00,6.5000000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,La Silla Observatory,Radial Velocity
HD 158038,,,,486.27990,149.38010,-149.38010,,,,4.50,0.16,-0.16,1.30,0.56,-0.56,521.00000000,Radial Velocity,4860.00,7.4700000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,W. M. Keck Observatory,Radial Velocity
HD 158259,,,,2.22000,0.39000,-0.45000,,,,1.21,0.03,-0.08,1.08,0.10,-0.10,2.17800000,Radial Velocity,,6.4791500,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,Haute-Provence Observatory,Radial Velocity
HD 158259,,,,5.60000,0.60000,-0.59000,,,,1.21,0.03,-0.08,1.08,0.10,-0.10,3.43200000,Radial Velocity,,6.4791500,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,Haute-Provence Observatory,Radial Velocity
HD 158259,,,,5.41000,0.74000,-0.71000,,,,1.21,0.03,-0.08,1.08,0.10,-0.10,5.19808140,Radial Velocity,,6.4791500,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,Haute-Provence Observatory,Radial Velocity
HD 158259,,,,6.08000,0.94000,-1.03000,,,,1.21,0.03,-0.08,1.08,0.10,-0.10,7.95100000,Radial Velocity,,6.4791500,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,Haute-Provence Observatory,Radial Velocity
HD 158259,,,,6.14000,1.31000,-1.37000,,,,1.21,0.03,-0.08,1.08,0.10,-0.10,12.02800000,Radial Velocity,,6.4791500,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,Haute-Provence Observatory,Radial Velocity
HD 158996,,,,4449.62000,731.00900,-731.00900,,,,50.30,4.30,-4.30,1.80,0.30,-0.30,820.20000000,Radial Velocity,4069.00,5.7229100,<a refstr=BANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018JKAS...51...17B/abstract target=ref>Bang et al. 2018</a>,Bohyunsan Optical Astronomical Observatory,Radial Velocity
HD 159243,,,,359.13000,15.89000,-15.89000,,,,1.12,0.05,-0.05,1.12,0.03,-0.03,12.62000000,Radial Velocity,6123.00,8.6500000,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,Haute-Provence Observatory,Radial Velocity
HD 159243,,,,603.90000,41.32000,-41.32000,,,,1.12,0.05,-0.05,1.12,0.03,-0.03,248.40000000,Radial Velocity,6123.00,8.6500000,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,Haute-Provence Observatory,Radial Velocity
HD 159868,,,,704.94694,18.75197,-18.75197,,,,2.13,,,1.19,,,1184.10000000,Radial Velocity,5534.00,7.2400000,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,Anglo-Australian Telescope,Radial Velocity
HD 159868,,,,244.09344,13.98452,-13.98452,,,,2.13,,,1.19,,,351.00000000,Radial Velocity,5534.00,7.2400000,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,Anglo-Australian Telescope,Radial Velocity
HD 1605,,,,296.85322,25.10857,-25.10857,,,,3.49,0.22,-0.22,1.33,0.09,-0.09,577.20000000,Radial Velocity,4915.00,7.5200000,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,Multiple Observatories,Radial Velocity
HD 1605,,,,1150.54460,73.10090,-73.10090,,,,3.49,0.22,-0.22,1.33,0.09,-0.09,2149.00000000,Radial Velocity,4915.00,7.5200000,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,Multiple Observatories,Radial Velocity
HD 160691,,,,532.68308,,,,,,1.004,,,1.08,,,643.25000000,Radial Velocity,,5.1200000,<a refstr=PEPE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...462..769P/abstract target=ref> Pepe et al. 2007 </a>,Anglo-Australian Telescope,Radial Velocity
HD 160691,,,,576.51900,,,,,,1.004,,,1.08,,,4205.80000000,Radial Velocity,,5.1200000,<a refstr=PEPE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...462..769P/abstract target=ref> Pepe et al. 2007 </a>,Anglo-Australian Telescope,Radial Velocity
HD 160691,,,,10.55470,,,,,,1.004,,,1.08,,,9.63860000,Radial Velocity,,5.1200000,<a refstr=PEPE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...462..769P/abstract target=ref> Pepe et al. 2007 </a>,La Silla Observatory,Radial Velocity
HD 160691,,,,165.86850,,,,,,1.004,,,1.08,,,310.55000000,Radial Velocity,,5.1200000,<a refstr=PEPE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...462..769P/abstract target=ref> Pepe et al. 2007 </a>,La Silla Observatory,Radial Velocity
HD 16141,,,,82.63580,6.35660,-6.35660,,,,1.48,0.02,-0.02,1.11,0.06,-0.06,75.52300000,Radial Velocity,5757.00,6.8340000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,W. M. Keck Observatory,Radial Velocity
