Starname,Rp,Mp,P,Rs,Ms,Ms-Err,Detection Method,Source,System Detection Method
Kepler-1126,1.6898907549835191,,108.59332900,0.93,0.92,0.05,Transit,Exoarchive,Transit
Kepler-1127,1.9203304033903625,,5.12330347,0.95,0.97,0.04,Transit,Exoarchive,Transit
Kepler-1128,3.5773012086014755,,61.61781670,0.91,0.94,0.04,Transit,Exoarchive,Transit
Kepler-1129,2.896955579971747,,24.33978040,1.00,1.00,0.06,Transit,Exoarchive,Transit
Kepler-1129,2.6774892481557053,,76.53695860,1.00,1.00,0.06,Transit,Exoarchive,Transit
Kepler-113,1.7776772877099356,11.759209645010046,4.75400000,0.69,0.75,0.06,Transit,Exoarchive,Transit
Kepler-113,2.128823418615602,8.69863697253851,8.92507000,0.69,0.75,0.06,Transit,Exoarchive,Transit
Kepler-1130,0.7791054779469471,,5.45298175,0.81,0.90,0.02,Transit,Exoarchive,Transit
Kepler-1131,1.5582109558938941,,3.53232449,1.04,1.03,0.06,Transit,Exoarchive,Transit
Kepler-1132,2.3043964840684352,,62.89162280,0.83,0.87,0.04,Transit,Exoarchive,Transit
Kepler-1133,1.9313037199811647,,11.55562343,0.90,0.93,0.05,Transit,Exoarchive,Transit
Kepler-1134,2.589702715429289,,17.13263989,0.81,0.84,0.05,Transit,Exoarchive,Transit
Kepler-1135,1.8105972374823418,,76.95785700,0.94,0.96,0.04,Transit,Exoarchive,Transit
Kepler-1136,1.6021042222571025,,2.36172433,0.68,0.72,0.03,Transit,Exoarchive,Transit
Kepler-1137,2.150770051797206,,23.92107910,1.84,1.50,0.23,Transit,Exoarchive,Transit
Kepler-1138,1.6679441218019149,,3.17060005,0.92,0.95,0.04,Transit,Exoarchive,Transit
Kepler-1139,1.1631715586250195,,0.81316672,0.91,0.94,0.04,Transit,Exoarchive,Transit
Kepler-114,1.2290114581698321,,5.18854900,0.67,,,Transit,Exoarchive,Transit
Kepler-114,1.5691842724846963,2.8603482920294705,8.04100000,0.67,,,Transit,Exoarchive,Transit
Kepler-114,2.479969549521268,3.8137977227059614,11.77600000,0.67,,,Transit,Exoarchive,Transit
Kepler-1140,2.710409197928112,,24.08627070,0.73,0.76,0.04,Transit,Exoarchive,Transit
Kepler-1141,0.8010521111285512,,2.34451194,1.07,1.01,0.03,Transit,Exoarchive,Transit
Kepler-1142,1.4375044733950715,,18.30272480,0.96,0.97,0.05,Transit,Exoarchive,Transit
Kepler-1143,1.6350241720295087,,2.88890485,0.77,0.81,0.05,Transit,Exoarchive,Transit
Kepler-1143,3.522434625647465,,210.63059100,0.77,0.81,0.05,Transit,Exoarchive,Transit
Kepler-1144,1.9532503531627687,,17.14647302,0.96,0.98,0.05,Transit,Exoarchive,Transit
Kepler-1145,1.371664573850259,,3.97076766,0.75,0.79,0.05,Transit,Exoarchive,Transit
Kepler-1146,1.2070648249882279,,2.35226580,0.70,0.74,0.03,Transit,Exoarchive,Transit
Kepler-1147,2.556782765656883,,10.62784997,1.14,1.09,0.09,Transit,Exoarchive,Transit
Kepler-1148,1.656970805211113,,1.10446351,0.77,0.81,0.04,Transit,Exoarchive,Transit
Kepler-1149,1.4045845236226653,,3.73089898,1.01,1.02,0.07,Transit,Exoarchive,Transit
Kepler-115,1.064411709307801,,2.40367900,1.21,,,Transit,Exoarchive,Transit
Kepler-115,2.5458094490660805,,8.99088900,1.21,,,Transit,Exoarchive,Transit
Kepler-1150,0.9985718097629885,,2.78786839,0.72,0.76,0.03,Transit,Exoarchive,Transit
Kepler-1151,2.1727166849788104,,65.64784240,0.85,0.88,0.05,Transit,Exoarchive,Transit
Kepler-1152,0.8559186940825616,,1.64680191,0.53,0.55,0.04,Transit,Exoarchive,Transit
Kepler-1153,1.6898907549835191,,1.75583533,0.88,0.91,0.04,Transit,Exoarchive,Transit
Kepler-1154,2.293423167477633,,5.18561420,1.43,1.26,0.25,Transit,Exoarchive,Transit
Kepler-1154,2.315369800659237,,8.45808312,1.43,1.26,0.25,Transit,Exoarchive,Transit
Kepler-1155,1.986170302935175,,33.46974300,1.03,1.03,0.07,Transit,Exoarchive,Transit
Kepler-1156,1.2948513577146445,,11.89520511,1.00,1.00,0.03,Transit,Exoarchive,Transit
Kepler-1157,1.064411709307801,,4.45743164,0.71,0.76,0.03,Transit,Exoarchive,Transit
Kepler-1158,2.293423167477633,,13.53962930,1.95,1.41,0.13,Transit,Exoarchive,Transit
Kepler-1159,2.315369800659237,,22.70816791,1.28,1.19,0.17,Transit,Exoarchive,Transit
Kepler-116,3.346861560194632,,5.96873400,1.45,,,Transit,Exoarchive,Transit
Kepler-116,2.2495299011144247,,13.07163000,1.45,,,Transit,Exoarchive,Transit
Kepler-1160,2.0959034688431957,,7.97034958,0.89,0.92,0.04,Transit,Exoarchive,Transit
Kepler-1161,2.0849301522523938,,10.71252541,0.57,0.59,0.03,Transit,Exoarchive,Transit
Kepler-1162,2.161743368388008,,32.56370690,0.84,0.89,0.04,Transit,Exoarchive,Transit
Kepler-1163,1.0095451263537907,,6.11786898,1.35,1.22,0.07,Transit,Exoarchive,Transit
Kepler-1164,1.0973316590802071,,3.97599768,0.79,0.85,0.03,Transit,Exoarchive,Transit
Kepler-1165,1.514317689530686,,9.47852200,1.18,1.13,0.12,Transit,Exoarchive,Transit
Kepler-1166,1.656970805211113,,33.24068820,0.86,0.90,0.04,Transit,Exoarchive,Transit
Kepler-1167,1.678917438392717,,1.00393374,0.75,0.79,0.04,Transit,Exoarchive,Transit
Kepler-1168,2.447049599748862,,55.82265390,0.82,0.87,0.04,Transit,Exoarchive,Transit
Kepler-1169,0.921758593627374,,6.11009134,1.23,1.24,0.04,Transit,Exoarchive,Transit
Kepler-117,7.88981462878669,29.874748827863357,18.79592280,1.61,1.13,0.13,Transit,Exoarchive,Transit
Kepler-117,12.081621566473082,584.7823174815808,50.79039100,1.61,1.13,0.13,Transit,Exoarchive,Transit
Kepler-1170,2.3592630670224453,,9.98969327,0.76,0.80,0.04,Transit,Exoarchive,Transit
Kepler-1171,2.5019161827028724,,1.44259224,1.95,1.58,0.18,Transit,Exoarchive,Transit
Kepler-1172,3.1273952283785906,,26.02044230,0.89,0.92,0.06,Transit,Exoarchive,Transit
Kepler-1173,0.8668920106733636,,0.76985360,0.82,0.86,0.04,Transit,Exoarchive,Transit
Kepler-1174,1.5582109558938941,,6.89225223,1.04,1.04,0.07,Transit,Exoarchive,Transit
Kepler-1175,2.929875529744153,,37.94563000,0.86,0.90,0.04,Transit,Exoarchive,Transit
Kepler-1176,2.403156333385654,,24.17385790,1.02,1.01,0.11,Transit,Exoarchive,Transit
Kepler-1177,1.8654638204363523,,106.24754700,0.97,0.98,0.03,Transit,Exoarchive,Transit
Kepler-1178,1.0424650761261969,,31.80634000,0.75,0.80,0.04,Transit,Exoarchive,Transit
Kepler-1179,1.2948513577146445,,2.68505749,0.81,0.84,0.04,Transit,Exoarchive,Transit
Kepler-118,1.9203304033903625,,7.51849600,1.09,,,Transit,Exoarchive,Transit
Kepler-118,7.51672186469942,,20.17202000,1.09,,,Transit,Exoarchive,Transit
Kepler-1180,1.9532503531627687,,16.86012860,1.14,1.09,0.16,Transit,Exoarchive,Transit
Kepler-1181,1.5362643227122903,,4.89337519,1.30,1.17,0.17,Transit,Exoarchive,Transit
Kepler-1182,2.3592630670224453,,11.17394617,1.05,1.04,0.11,Transit,Exoarchive,Transit
Kepler-1183,2.765275780882122,,28.50571890,0.99,1.00,0.06,Transit,Exoarchive,Transit
Kepler-1184,2.6226226652016953,,53.59910440,1.07,1.05,0.07,Transit,Exoarchive,Transit
Kepler-1185,1.3058246743054465,,104.35189760,0.87,0.96,0.02,Transit,Exoarchive,Transit
Kepler-1186,2.1836900015696123,,16.07677615,0.93,0.95,0.04,Transit,Exoarchive,Transit
Kepler-1187,2.556782765656883,,18.87064068,1.09,1.06,0.09,Transit,Exoarchive,Transit
Kepler-1188,2.041036885889185,,17.13695430,1.06,1.04,0.07,Transit,Exoarchive,Transit
Kepler-1189,1.7337840213467273,,3.78858982,1.16,1.11,0.10,Transit,Exoarchive,Transit
Kepler-119,3.522434625647465,,2.42208200,0.84,,,Transit,Exoarchive,Transit
Kepler-119,0.8998119604457699,,4.12510300,0.84,,,Transit,Exoarchive,Transit
Kepler-1190,1.3058246743054465,,10.45843441,0.72,0.76,0.03,Transit,Exoarchive,Transit
Kepler-1191,1.4813977397582796,,5.60014851,0.81,0.85,0.05,Transit,Exoarchive,Transit
Kepler-1192,2.315369800659237,,25.20347870,0.83,0.86,0.05,Transit,Exoarchive,Transit
Kepler-1193,1.2948513577146445,,2.83265213,1.21,1.08,0.06,Transit,Exoarchive,Transit
Kepler-1194,1.4813977397582796,,16.22371307,0.92,0.94,0.04,Transit,Exoarchive,Transit
Kepler-1195,2.041036885889185,,8.49642241,0.71,0.74,0.05,Transit,Exoarchive,Transit
Kepler-1196,2.1836900015696123,,66.18490310,0.97,0.98,0.06,Transit,Exoarchive,Transit
Kepler-1197,1.2290114581698321,,2.03231845,0.72,0.78,0.02,Transit,Exoarchive,Transit
Kepler-1198,1.4375044733950715,,7.68477160,0.90,0.93,0.04,Transit,Exoarchive,Transit
Kepler-1199,1.1302516088526133,,15.04471980,1.17,0.94,0.10,Transit,Exoarchive,Transit
Kepler-12,19.247197300266834,137.29671801741458,4.43796290,1.48,1.17,0.05,Transit,Exoarchive,Transit
Kepler-120,2.1068767854339976,,6.31250100,0.53,,,Transit,Exoarchive,Transit
Kepler-120,1.4923710563490817,,12.79458500,0.53,,,Transit,Exoarchive,Transit
Kepler-1200,1.0424650761261969,,1.11854972,0.70,0.74,0.04,Transit,Exoarchive,Transit
Kepler-1201,2.238556584523623,,15.18725932,1.24,1.15,0.17,Transit,Exoarchive,Transit
Kepler-1202,2.875008946790143,,28.68513240,1.04,1.03,0.06,Transit,Exoarchive,Transit
Kepler-1203,1.0424650761261969,,0.58800076,0.61,0.64,0.02,Transit,Exoarchive,Transit
Kepler-1204,2.9847421126981635,,85.73502850,1.03,1.03,0.06,Transit,Exoarchive,Transit
Kepler-1205,1.382637890441061,,1.07839035,0.81,0.84,0.04,Transit,Exoarchive,Transit
Kepler-1206,1.6021042222571025,,1.21699766,0.75,0.80,0.03,Transit,Exoarchive,Transit
Kepler-1207,1.5911309056663003,,13.68237119,1.06,1.06,0.06,Transit,Exoarchive,Transit
Kepler-1208,2.271476534296029,,11.08507637,0.76,0.80,0.04,Transit,Exoarchive,Transit
Kepler-1209,1.4813977397582796,,25.36911600,1.38,1.23,0.09,Transit,Exoarchive,Transit
Kepler-121,2.293423167477633,,3.17742200,0.70,,,Transit,Exoarchive,Transit
Kepler-121,2.227583267932821,,41.00801100,0.70,,,Transit,Exoarchive,Transit
Kepler-1210,1.6679441218019149,,8.07124073,0.92,0.94,0.04,Transit,Exoarchive,Transit
Kepler-1211,2.4909428661120705,,11.01816836,0.94,0.96,0.06,Transit,Exoarchive,Transit
Kepler-1212,2.0959034688431957,,12.94130146,1.15,1.10,0.11,Transit,Exoarchive,Transit
Kepler-1213,1.1631715586250195,,5.34982412,1.21,1.14,0.04,Transit,Exoarchive,Transit
Kepler-1214,2.315369800659237,,18.82634264,0.80,0.85,0.03,Transit,Exoarchive,Transit
Kepler-1215,1.1960915083974257,,4.76703963,0.93,0.95,0.04,Transit,Exoarchive,Transit
Kepler-1216,1.360691257259457,,4.37034536,0.98,0.99,0.04,Transit,Exoarchive,Transit
Kepler-1217,1.9532503531627687,,2.03232507,1.08,1.06,0.07,Transit,Exoarchive,Transit
Kepler-1218,1.4045845236226653,,22.92212660,1.10,1.06,0.05,Transit,Exoarchive,Transit
Kepler-1219,2.0739568356615914,,16.10467749,1.94,1.25,0.14,Transit,Exoarchive,Transit
Kepler-122,2.293423167477633,,5.76619300,1.22,,,Transit,Exoarchive,Mixed
Kepler-122,5.750017893580286,,12.46598800,1.22,,,Transit,Exoarchive,Mixed
Kepler-122,2.150770051797206,,21.58747500,1.22,,,Transit,Exoarchive,Mixed
Kepler-122,2.5458094490660805,,37.99327300,1.22,,,Transit,Exoarchive,Mixed
Kepler-122,1.7118373881651232,35.91326188881446,56.26800000,1.22,,,Transit Timing Variations,Exoarchive,Mixed
Kepler-1220,1.4923710563490817,,7.42693741,0.99,1.00,0.12,Transit,Exoarchive,Transit
Kepler-1221,1.843517187254748,,12.00096042,0.82,0.87,0.04,Transit,Exoarchive,Transit
Kepler-1222,0.7681321613561451,,1.91694425,0.80,0.84,0.04,Transit,Exoarchive,Transit
Kepler-1223,1.1960915083974257,,16.30125900,0.75,0.80,0.03,Transit,Exoarchive,Transit
Kepler-1224,1.3058246743054465,,13.32351601,1.22,1.18,0.04,Transit,Exoarchive,Transit
Kepler-1225,1.7776772877099356,,7.01075434,1.19,1.13,0.14,Transit,Exoarchive,Transit
Kepler-1226,1.4155578402134672,,17.29234530,1.02,1.02,0.08,Transit,Exoarchive,Transit
Kepler-1227,2.238556584523623,,94.28875770,0.95,0.97,0.06,Transit,Exoarchive,Transit
Kepler-1228,1.5033443729398839,,0.57736958,0.74,0.78,0.05,Transit,Exoarchive,Transit
Kepler-1229,1.371664573850259,,86.82898900,0.51,0.54,0.03,Transit,Exoarchive,Transit
Kepler-123,2.875008946790143,,17.23236600,1.26,,,Transit,Exoarchive,Transit
Kepler-123,1.4484777899858734,,26.69507400,1.26,,,Transit,Exoarchive,Transit
Kepler-1230,2.6555426149741015,,9.95661537,1.08,1.06,0.08,Transit,Exoarchive,Transit
Kepler-1231,1.3936112070318631,,10.41725184,1.00,1.01,0.06,Transit,Exoarchive,Transit
Kepler-1232,1.8874104536179561,,26.78391830,0.89,0.92,0.04,Transit,Exoarchive,Transit
Kepler-1233,2.5458094490660805,,45.12630420,1.25,1.16,0.18,Transit,Exoarchive,Transit
Kepler-1234,2.75430246429132,,11.94014029,0.76,0.80,0.03,Transit,Exoarchive,Transit
Kepler-1235,0.7681321613561451,,4.16055856,0.90,0.93,0.04,Transit,Exoarchive,Transit
Kepler-1236,2.0959034688431957,,31.05716180,0.82,0.86,0.05,Transit,Exoarchive,Transit
Kepler-1237,2.798195730654528,,84.57332260,0.90,0.94,0.04,Transit,Exoarchive,Transit
Kepler-1238,1.8874104536179561,,4.14787559,1.48,1.30,0.24,Transit,Exoarchive,Transit
Kepler-1239,2.8420889970177368,,5.19104016,1.57,1.40,0.08,Transit,Exoarchive,Transit
Kepler-124,0.7132655784021347,,3.41049300,0.64,,,Transit,Exoarchive,Transit
Kepler-124,1.7118373881651232,,13.82137500,0.64,,,Transit,Exoarchive,Transit
Kepler-124,1.0863583424894052,,30.95085100,0.64,,,Transit,Exoarchive,Transit
Kepler-1240,1.1302516088526133,,4.86638150,0.96,0.98,0.05,Transit,Exoarchive,Transit
Kepler-1241,2.5787293988384867,,18.55257010,0.80,0.84,0.05,Transit,Exoarchive,Transit
Kepler-1242,2.2166099513420185,,13.62798432,0.74,0.77,0.04,Transit,Exoarchive,Transit
Kepler-1243,1.7118373881651232,,16.83207290,0.94,0.96,0.05,Transit,Exoarchive,Transit
Kepler-1244,1.3167979908962486,,3.70428172,1.77,1.46,0.26,Transit,Exoarchive,Transit
Kepler-1245,1.4045845236226653,,4.35409304,0.83,0.86,0.04,Transit,Exoarchive,Transit
Kepler-1245,1.4045845236226653,,2.93658468,0.83,0.86,0.04,Transit,Exoarchive,Transit
Kepler-1246,1.3277713074870507,,11.32271513,0.69,0.73,0.03,Transit,Exoarchive,Transit
Kepler-1247,2.282449850886831,,13.71220213,0.82,0.86,0.04,Transit,Exoarchive,Transit
Kepler-1248,1.1521982420342176,,7.46725407,1.21,1.21,0.04,Transit,Exoarchive,Transit
Kepler-1249,2.326343117250039,,24.33471270,1.28,1.19,0.17,Transit,Exoarchive,Transit
Kepler-125,2.315369800659237,,4.16438900,0.51,,,Transit,Exoarchive,Transit
Kepler-125,0.7242388949929367,,5.77446400,0.51,,,Transit,Exoarchive,Transit
Kepler-1250,1.8764371370271542,,2.60754383,0.98,0.99,0.05,Transit,Exoarchive,Transit
Kepler-1251,1.7996239208915399,,45.09046430,0.89,0.92,0.05,Transit,Exoarchive,Transit
Kepler-1252,1.6350241720295087,,15.05403290,1.09,1.06,0.09,Transit,Exoarchive,Transit
Kepler-1253,1.3058246743054465,,68.88619150,1.10,0.97,0.06,Transit,Exoarchive,Transit
Kepler-1254,1.514317689530686,,9.99113313,0.75,0.78,0.04,Transit,Exoarchive,Transit
Kepler-1254,1.2729047245330403,,3.60084276,0.75,0.78,0.04,Transit,Exoarchive,Transit
Kepler-1254,1.2838780411238426,,5.72717226,0.75,0.78,0.04,Transit,Exoarchive,Transit
Kepler-1255,2.271476534296029,,36.29193360,1.12,1.08,0.10,Transit,Exoarchive,Transit
Kepler-1256,1.4594511065766755,,12.41277540,1.36,1.17,0.09,Transit,Exoarchive,Transit
Kepler-1257,1.4923710563490817,,2.66831376,0.87,0.90,0.06,Transit,Exoarchive,Transit
Kepler-1258,0.8449453774917596,,0.98494017,0.99,0.99,0.05,Transit,Exoarchive,Transit
Kepler-1259,1.4045845236226653,,0.66308526,0.77,0.80,0.04,Transit,Exoarchive,Transit
Kepler-126,1.4923710563490817,,10.49571100,1.36,,,Transit,Exoarchive,Transit
Kepler-126,1.5472376393030918,,21.86974100,1.36,,,Transit,Exoarchive,Transit
Kepler-126,2.447049599748862,,100.28313400,1.36,,,Transit,Exoarchive,Transit
Kepler-1260,1.7337840213467273,,19.11877530,1.08,1.06,0.09,Transit,Exoarchive,Transit
Kepler-1261,2.2166099513420185,,48.43089910,0.77,0.82,0.03,Transit,Exoarchive,Transit
Kepler-1262,1.7776772877099356,,8.67900242,0.98,0.99,0.06,Transit,Exoarchive,Transit
Kepler-1263,1.1192782922618114,,4.55139967,0.80,0.84,0.04,Transit,Exoarchive,Transit
Kepler-1264,1.1521982420342176,,0.96852602,0.98,0.99,0.06,Transit,Exoarchive,Transit
Kepler-1265,1.3167979908962486,,6.49441289,0.69,0.71,0.04,Transit,Exoarchive,Transit
Kepler-1266,2.5238628158844767,,28.47474800,0.76,0.80,0.04,Transit,Exoarchive,Transit
Kepler-1267,2.9518221629257573,,13.03139450,1.20,1.15,0.11,Transit,Exoarchive,Transit
Kepler-1268,1.986170302935175,,40.99039860,1.09,1.06,0.08,Transit,Exoarchive,Transit
Kepler-1269,1.5911309056663003,,37.33315360,1.15,1.10,0.09,Transit,Exoarchive,Transit
Kepler-127,1.371664573850259,,14.43588900,1.36,,,Transit,Exoarchive,Transit
Kepler-127,2.600676032020091,,29.39319500,1.36,,,Transit,Exoarchive,Transit
Kepler-127,2.589702715429289,,48.63040800,1.36,,,Transit,Exoarchive,Transit
Kepler-1270,3.248101710877413,,6.03356196,3.38,1.28,0.01,Transit,Exoarchive,Transit
Kepler-1271,1.4484777899858734,,3.02559550,1.23,1.13,0.06,Transit,Exoarchive,Transit
Kepler-1272,2.315369800659237,,51.13097040,1.09,1.06,0.08,Transit,Exoarchive,Transit
Kepler-1273,2.43607628315806,,28.62565300,0.91,0.94,0.04,Transit,Exoarchive,Transit
Kepler-1274,1.3936112070318631,,6.98152703,2.17,1.45,0.06,Transit,Exoarchive,Transit
Kepler-1275,1.4484777899858734,,3.65691115,1.36,1.23,0.21,Transit,Exoarchive,Transit
Kepler-1276,1.1631715586250195,,12.57200950,1.21,1.14,0.05,Transit,Exoarchive,Transit
Kepler-1277,1.5691842724846963,,40.83650120,0.92,0.94,0.04,Transit,Exoarchive,Transit
Kepler-1278,0.9875984931721865,,3.23941344,1.16,1.11,0.11,Transit,Exoarchive,Transit
Kepler-1279,1.7118373881651232,,23.47741010,1.33,1.21,0.19,Transit,Exoarchive,Transit
Kepler-128,1.4045845236226653,0.7691158740790354,15.09000000,1.61,1.09,0.08,Transit,Exoarchive,Transit
Kepler-128,1.3167979908962486,0.8994206296048224,22.80400000,1.61,1.09,0.08,Transit,Exoarchive,Transit
Kepler-1280,1.832543870663946,,66.55790570,1.32,1.20,0.18,Transit,Exoarchive,Transit
Kepler-1281,1.6021042222571025,,3.11602791,0.83,0.87,0.04,Transit,Exoarchive,Transit
Kepler-1282,1.514317689530686,,2.13194651,0.89,0.92,0.04,Transit,Exoarchive,Transit
Kepler-1283,1.8654638204363523,,12.94609780,1.25,1.16,0.18,Transit,Exoarchive,Transit
Kepler-1284,1.1851181918066238,,0.66407381,0.79,0.84,0.04,Transit,Exoarchive,Transit
Kepler-1285,0.9546785433997802,,14.79674580,1.28,1.20,0.05,Transit,Exoarchive,Transit
Kepler-1286,2.1068767854339976,,11.25402929,0.98,1.00,0.05,Transit,Exoarchive,Transit
Kepler-1287,1.5033443729398839,,11.47685909,0.94,0.96,0.05,Transit,Exoarchive,Transit
Kepler-1288,1.0973316590802071,,2.76122421,1.29,1.20,0.16,Transit,Exoarchive,Transit
Kepler-1289,1.4923710563490817,,7.99019627,1.17,1.10,0.17,Transit,Exoarchive,Transit
Kepler-129,2.315369800659237,,15.79186000,1.64,,,Transit,Exoarchive,Transit
Kepler-129,2.4909428661120705,,82.20017000,1.64,,,Transit,Exoarchive,Transit
Kepler-1290,1.3936112070318631,,4.69500134,0.93,0.95,0.05,Transit,Exoarchive,Transit
Kepler-1291,1.6240508554387065,,8.63043276,0.80,0.84,0.04,Transit,Exoarchive,Transit
Kepler-1292,1.7776772877099356,,3.27646405,0.93,0.95,0.04,Transit,Exoarchive,Transit
Kepler-1293,0.9546785433997802,,5.57654784,1.28,1.18,0.18,Transit,Exoarchive,Transit
Kepler-1294,3.1273952283785906,,115.68622580,0.97,0.99,0.07,Transit,Exoarchive,Transit
Kepler-1295,1.514317689530686,,3.81371974,0.89,0.92,0.04,Transit,Exoarchive,Transit
Kepler-1296,0.8888386438549678,,8.38398650,0.83,0.87,0.04,Transit,Exoarchive,Transit
Kepler-1297,0.9546785433997802,,1.68189002,0.99,0.99,0.06,Transit,Exoarchive,Transit
Kepler-1298,1.2838780411238426,,7.12811928,2.00,1.45,0.12,Transit,Exoarchive,Transit
Kepler-1299,2.918902213153351,,19.94008740,0.91,0.94,0.04,Transit,Exoarchive,Transit
Kepler-130,0.9985718097629885,,8.45745800,1.13,,,Transit,Exoarchive,Transit
Kepler-130,2.8420889970177368,,27.50868000,1.13,,,Transit,Exoarchive,Transit
Kepler-130,1.6021042222571025,,87.51790500,1.13,,,Transit,Exoarchive,Transit
Kepler-1300,1.3387446240778527,,22.24190920,1.79,1.29,0.16,Transit,Exoarchive,Transit
Kepler-1301,1.371664573850259,,9.08237046,0.81,0.85,0.04,Transit,Exoarchive,Transit
Kepler-1302,1.4045845236226653,,8.83922659,0.82,0.86,0.04,Transit,Exoarchive,Transit
Kepler-1303,1.3936112070318631,,7.56127224,1.00,1.01,0.05,Transit,Exoarchive,Transit
Kepler-1304,2.238556584523623,,16.12888530,0.81,0.85,0.04,Transit,Exoarchive,Transit
Kepler-1305,1.843517187254748,,13.56309720,0.96,0.97,0.06,Transit,Exoarchive,Transit
Kepler-1306,1.8654638204363523,,16.29595382,0.97,0.98,0.07,Transit,Exoarchive,Transit
Kepler-1307,2.4141296499764557,,18.01621096,1.08,1.06,0.07,Transit,Exoarchive,Transit
Kepler-1308,0.5047725631768953,,2.10433812,0.34,0.35,0.04,Transit,Exoarchive,Transit
Kepler-1309,2.315369800659237,,28.84326470,0.80,0.85,0.05,Transit,Exoarchive,Transit
Kepler-131,2.3592630670224453,16.208640321500333,16.09200000,1.03,1.02,0.06,Transit,Exoarchive,Transit
Kepler-131,0.8229987443101554,8.26322839919625,25.51690000,1.03,1.02,0.06,Transit,Exoarchive,Transit
Kepler-1310,1.4045845236226653,,0.67933627,0.88,0.91,0.05,Transit,Exoarchive,Transit
Kepler-1311,1.21803814157903,,11.17269940,1.40,1.05,0.08,Transit,Exoarchive,Transit
Kepler-1311,1.1960915083974257,,2.53573424,1.40,1.05,0.08,Transit,Exoarchive,Transit
Kepler-1312,2.0520102024799876,,5.44832529,0.92,0.99,0.03,Transit,Exoarchive,Transit
Kepler-1313,1.7228107047559253,,3.83309118,0.85,0.92,0.03,Transit,Exoarchive,Transit
Kepler-1314,5.003832365405745,,5.42474928,0.59,0.60,0.02,Transit,Exoarchive,Transit
Kepler-1315,1.3497179406686548,,0.84338011,0.75,0.80,0.03,Transit,Exoarchive,Transit
